이름,주소,카테고리,위도,경도,source
상우약국,경기 과천시 원문동 4,약국,37.42108610482533,126.99108998981413,category
온누리길약국,경기 과천시 별양동 1-10,약국,37.42829524652855,126.99252739218947,category
늘벗온누리약국,경기 안양시 동안구 관양동 1397-9,약국,37.40521364309925,126.95747319452487,category
손약국,경기 과천시 별양동 1-4,약국,37.42852056125406,126.99355437627281,category
행복한약국,경기 과천시 별양동 1-7,약국,37.42816646160585,126.9935555364461,category
연세소리샘이비인후과의원,경기 과천시 별양동 1-22,병원,37.4258416887544,126.991248725252,category
안양마디튼튼재활의학과의원,경기 안양시 동안구 관양동 1403-4,병원,37.4046641004786,126.957696009072,category
과천스마트안과의원,경기 과천시 중앙동 41-1,병원,37.42923317685117,126.99209118426674,category
우리서울이비인후과의원,경기 과천시 중앙동 41-1,병원,37.42926921753657,126.99209118047521,category
신정형외과의원,경기 과천시 별양동 1-20,병원,37.426658901920575,126.99111983383048,category
다봄아산내과의원,경기 과천시 별양동 1-22,병원,37.42582548212562,126.99140802606345,category
닥터스피부과의원 과천점,경기 과천시 별양동 1-22,병원,37.425809258037,126.991328943362,category
예연세안과의원,경기 과천시 별양동 1-19,병원,37.4262814293107,126.991865537476,category
상쾌한이비인후과의원,경기 과천시 별양동 1-8,병원,37.4282817790038,126.993325043991,category
과천예일의원,경기 과천시 별양동 1-8,병원,37.42826916526649,126.99333408364171,category
e서울 이비인후과의원,경기 안양시 동안구 관양동 1403-5,병원,37.40437573629902,126.95759113165492,category
노블피부과의원,경기 과천시 별양동 1-10,병원,37.42828173170068,126.9925341724319,category
베스톤비뇨기과의원,경기 과천시 중앙동 40-13,병원,37.4288150789792,126.991711607207,category
서울밝은안과의원,경기 안양시 동안구 관양동 1399,병원,37.4048189114447,126.957238489096,category
워시프레쉬 신림5호점,서울 관악구 봉천동 196-258,코인빨래방,37.4750529770986,126.962319762112,keyword
아쿠아워시셀프빨래방 관양점,경기 안양시 동안구 관양동 1390-1,코인빨래방,37.40568130105508,126.95511232330429,keyword
커브스 과천중앙클럽,경기 과천시 중앙동 40-13,헬스장,37.4288051696822,126.991738724085,keyword
카인드짐24시 휘트니스&스쿼시 과천점,경기 과천시 별양동 1-19,헬스장,37.4262958452778,126.99186101677,keyword
더제로짐,경기 과천시 별양동 1-13,헬스장,37.4273275829489,126.992998615877,keyword
짐위드24,경기 안양시 동안구 관양동 1694-6,헬스장,37.40744298838692,126.96993261663994,keyword
하다피트니스,경기 과천시 별양동 1-18,헬스장,37.4268274913067,126.992555782938,keyword
나인짐휘트니스,경기 과천시 중앙동 40-12,헬스장,37.4285988211107,126.991517301788,keyword
AMG피트니스 과천점,경기 과천시 갈현동 산 32,헬스장,37.414284926231,126.981003411753,keyword
맨발의청춘휘트니스 과천점,경기 과천시 중앙동 40-12,헬스장,37.42859251714522,126.99156136552556,keyword
더휘트니스,경기 과천시 별양동 1-8,헬스장,37.4283538579379,126.993282104523,keyword
초월스터디카페 과천점,경기 과천시 별양동 1-5,스터디카페,37.4284133526266,126.993785998256,keyword
바짝스터디카페 안양관양센터,경기 안양시 동안구 관양동 1430,스터디카페,37.405790730525,126.964227150672,keyword
유앤아이스터디카페 관양점,경기 안양시 동안구 관양동 1399-2,스터디카페,37.404599070216776,126.95726007378448,keyword
포미스터디카페,경기 과천시 별양동 1-11,스터디카페,37.4280078480291,126.992949970594,keyword
르하임스터디카페 과천점,경기 과천시 별양동 1-6,스터디카페,37.4280475380206,126.993754393728,keyword
제로백pc(zero100pc),경기 안양시 동안구 관양동 1379-3,PC방,37.4043094495902,126.95381878466,keyword
크리드PC,경기 과천시 별양동 1-20,PC방,37.4266571018351,126.991145819261,keyword
GS25 인헌중앙점,서울 관악구 봉천동 180-112,편의점,37.4711152381422,126.967279940104,category
윤내과의원,서울 관악구 봉천동 1657-5,병원,37.47629083370216,126.96481763137639,category
고려정형외과의원,서울 관악구 봉천동 1657-24,병원,37.4759406146672,126.965749355177,category
형이비인후과의원,서울 관악구 봉천동 1634-9,병원,37.4754359623557,126.965451126634,category
워시케어 남현점,서울 관악구 남현동 1078-7,코인빨래방,37.4733446077956,126.975897857909,keyword
런드리라운지24셀프빨래방 낙성대점,서울 관악구 봉천동 1690-155,코인빨래방,37.4762021274791,126.966516870773,keyword
천프로짐,서울 관악구 남현동 1055,헬스장,37.4755282450177,126.973960563346,keyword
히어로짐,서울 관악구 봉천동 1685-1,헬스장,37.47851082328779,126.96160915718751,keyword
오짐,서울 관악구 봉천동 1685-32,헬스장,37.477841613851,126.962356801115,keyword
김코치,서울 관악구 봉천동 1660-11,헬스장,37.4773682993436,126.96147407505457,keyword
CU 관악인헌길점,서울 관악구 봉천동 180-531,편의점,37.47075058760755,126.96503727561795,category
평화온누리약국,서울 동작구 사당동 1046-13,약국,37.4768480549865,126.977524720819,category
즐거운치과의원,서울 관악구 봉천동 738-183,병원,37.4739294976868,126.965533216308,category
비타민동물병원,서울 관악구 봉천동 1638-24,병원,37.47400903308373,126.96638897164055,category
사는기쁨이비인후과의원,서울 관악구 봉천동 1642-18,병원,37.4736956318816,126.966921577349,category
워시엔조이 사당역점,서울 관악구 남현동 602-38,코인빨래방,37.4748762630477,126.98043978548,keyword
런드리익스프레스샵 사당까치점,서울 동작구 사당동 309-20,코인빨래방,37.480996053176156,126.97212820891764,keyword
화이트365 사당역점,서울 관악구 남현동 602-254,코인빨래방,37.4737834902394,126.981382908158,keyword
F45 트레이닝 사당,서울 관악구 남현동 1059-11,헬스장,37.4761923621333,126.978836340507,keyword
아이센스리그PC방 사당점,서울 동작구 사당동 1044-4,PC방,37.4769203290182,126.978564803627,keyword
고려튼튼마취통증의학과의원,서울 관악구 봉천동 1639-1,병원,37.473894450533926,126.96585090366219,category
관악연세가정의원,서울 관악구 봉천동 1639-3,병원,37.4738684249183,126.966211545742,category
랭스터디카페 사당역점,서울 서초구 방배동 449-4,스터디카페,37.476993322274,126.984384851207,keyword
GS25 봉천탑골점,서울 관악구 봉천동 738-10,편의점,37.4741837531644,126.960332767097,category
인헌온누리약국,서울 관악구 봉천동 1642-16,약국,37.4739533153534,126.96690224522388,category
마일스톤즈치과의원,서울 관악구 봉천동 300-6,병원,37.4757690009685,126.95878536296,category
삼성서울가정의학과의원,서울 관악구 봉천동 180-120,병원,37.4721061712189,126.966641919815,category
김철신정형외과의원,서울 관악구 봉천동 1660-3,병원,37.477513418859324,126.96164923692376,category
임일재정형외과의원,서울 관악구 봉천동 1642-17,병원,37.4739118717447,126.966912438026,category
연세속편한내과의원,서울 관악구 봉천동 1658-19,병원,37.4763943578409,126.964510075868,category
GS25 봉천근화점,서울 관악구 봉천동 196-129,편의점,37.4745235097322,126.963357838098,category
CU 관악푸른점,서울 관악구 봉천동 196-239,편의점,37.4752332416108,126.962516382589,category
사과나무치과의원,서울 관악구 봉천동 1627-7,병원,37.4778703227713,126.959268089744,category
이진내과의원,서울 관악구 봉천동 1660-3,병원,37.4775143191348,126.961646975349,category
기댈마취통증의학과의원,서울 관악구 봉천동 1687-13,병원,37.4770808373969,126.96421241640506,category
세븐일레븐 관악공원점,서울 관악구 봉천동 1621-35,편의점,37.4774342227164,126.956701964317,category
GS25 낙성대점,서울 관악구 봉천동 1626-35,편의점,37.4773148994816,126.958119748127,category
GS25 관악인헌점,서울 관악구 봉천동 207-21,편의점,37.4761087164439,126.961561772921,category
GS25 샤로수길점,서울 관악구 봉천동 1620-18,편의점,37.4783308482558,126.957033834438,category
CU 낙성대입구점,서울 관악구 봉천동 1628-3,편의점,37.4775388755066,126.959630048065,category
길성의원,서울 관악구 봉천동 1674-10,병원,37.479439574622695,126.95838877249862,category
코인워시24빨래터 낙성대점,서울 관악구 봉천동 1631-11,코인빨래방,37.4759829773773,126.962818991299,keyword
파워존 낙성대점Strength & Conditioning,서울 관악구 봉천동 1680-17,헬스장,37.478496996896304,126.96066287547768,keyword
리메이크바디샵,서울 관악구 봉천동 1662-13,헬스장,37.4785622087154,126.959009943568,keyword
세븐일레븐 관악봉천로점,서울 관악구 봉천동 1661-4,편의점,37.47791583801933,126.96063943827903,category
세븐일레븐 서울대샤로수점,서울 관악구 봉천동 1604-13,편의점,37.47884882739485,126.95436085312744,category
GS25 봉천낙성점,서울 관악구 봉천동 1685-1,편의점,37.4785522788914,126.961637400301,category
CU 관악이글점,서울 관악구 봉천동 1674-4,편의점,37.4795745823374,126.957982816455,category
GS25 관악까치점,서울 관악구 봉천동 1675-1,편의점,37.4800903858161,126.95919904896,category
봉천당약국,서울 관악구 봉천동 1601-28,약국,37.4796097562387,126.955613082696,category
근력학교 낙성대점,서울 관악구 봉천동 1685-20,헬스장,37.4779631437464,126.962024354344,keyword
GS25 봉천행운점,서울 관악구 봉천동 98-1,편의점,37.4814344595567,126.958533515767,category
성모안과의원,서울 관악구 봉천동 852-2,병원,37.4815156504316,126.953938641441,category
워시피플 셀프빨래방 봉천낙성대행운점,서울 관악구 봉천동 100-262,코인빨래방,37.481413348162,126.96002141803,keyword
디오휘트니스,서울 관악구 봉천동 856-1,헬스장,37.4802683413481,126.953143465612,keyword
CU 관악딸부자점,서울 관악구 봉천동 30-4,편의점,37.4837437344924,126.956013148981,category
GS25 관악원당점,서울 관악구 봉천동 1668-18,편의점,37.4822480856849,126.956081863491,category
CU 관악중앙점,서울 관악구 봉천동 56-98,편의점,37.4836311742517,126.953824277814,category
4층다나약국,서울 관악구 봉천동 859-17,약국,37.48289758383767,126.95339282544624,category
연세미라클의원,서울 관악구 봉천동 857-1,병원,37.4807648084043,126.953171420756,category
라마르의원 서울대점,서울 관악구 봉천동 859-7,병원,37.4833284036001,126.95374305772,category
H코어 서울대입구점,서울 관악구 봉천동 851-33,헬스장,37.48213013037,126.953917912952,keyword
초월스터디카페 남성역점,서울 동작구 사당동 249-84,스터디카페,37.4846870625477,126.970387874547,keyword
슈프림(SUPREME)PC CAFE,서울 동작구 사당동 266-4,PC방,37.4831795063844,126.973469470636,keyword
제로백PC 남성역점,서울 동작구 사당동 265-59,PC방,37.483295677806,126.973209381355,keyword
프린트카페 방배역점,서울 서초구 방배동 912-14,프린트카페,37.48143630746,126.99769467321,keyword
GS25 봉천우성점,서울 관악구 봉천동 21-15,편의점,37.4850812626672,126.957188262887,category
세븐일레븐 관악중앙점,서울 관악구 봉천동 34-41,편의점,37.4849399795626,126.95523002465,category
세븐일레븐 관악센터점,서울 관악구 봉천동 871-14,편의점,37.483150172264175,126.95190813547116,category
관악희망약국,서울 관악구 봉천동 37-35,약국,37.4862489543631,126.957146891761,category
관악아산마취통증의학과의원,서울 관악구 봉천동 30-3,병원,37.48400307010149,126.95559917722561,category
이성욱이비인후과의원,서울 관악구 봉천동 859-8,병원,37.48338974990961,126.95394201354594,category
런드리24 사당롯데캐슬골든포레점,서울 동작구 사당동 1160,코인빨래방,37.49230560416812,126.96268199273919,keyword
SY짐,서울 관악구 봉천동 37-35,헬스장,37.486212914044,126.957146912347,keyword
필라테스Joie,서울 관악구 봉천동 41-200,헬스장,37.4860589142095,126.954920679679,keyword
GS25 관악스타힐스점,서울 관악구 봉천동 1729,편의점,37.4884022913202,126.95949643125027,category
CU 숭실대중앙점,서울 동작구 상도동 504-8,편의점,37.494703812305,126.956608316087,category
GS25 숭실대점,서울 동작구 상도동 505,편의점,37.4949744821077,126.957621374522,category
CU 숭실대점,서울 동작구 상도동 508-4,편의점,37.4946902429801,126.958978514411,category
CU 상도삼호점,서울 동작구 상도동 408,편의점,37.4934137140685,126.957001448948,category
GS25 관악현대점,서울 관악구 봉천동 1-783,편의점,37.4917567640142,126.959559073944,category
GS25 관악푸르지오점,서울 관악구 봉천동 16-6,편의점,37.486537923952,126.9589694041,category
세븐일레븐 숭실대중앙점,서울 동작구 상도동 502-4,편의점,37.4951974271259,126.956237120326,category
GS25 사당자이점,서울 동작구 사당동 190-198,편의점,37.4894945048112,126.962821341246,category
광장약국,서울 관악구 봉천동 1000,약국,37.4920556799241,126.958925678026,category
행복약국 fax 0508-930-0176,서울 관악구 봉천동 1706,약국,37.48625394374328,126.95850371558463,category
라파약국,서울 동작구 상도동 475,약국,37.4972286161904,126.952404600585,category
상도온누리약국,서울 동작구 상도1동 391,약국,37.5013504559267,126.949597311498,category
로잔동물의료센터,서울 관악구 봉천동 40-29,병원,37.48643520874579,126.95645141002541,category
쭈니동물병원,서울 관악구 봉천동 37-82,병원,37.487201616215884,126.95797176091041,category
김상현이비인후과의원,서울 관악구 봉천동 42-47,병원,37.485316733257044,126.95558030900729,category
연세하늘치과의원,서울 동작구 상도동 475-9,병원,37.49650176114316,126.9530473809104,category
더봄치과의원,서울 관악구 봉천동 1703,병원,37.48944133816444,126.95696132338756,category
최정학외과의원,서울 관악구 봉천동 37-35,병원,37.4862165279154,126.957174046803,category
연세가정의원,서울 관악구 봉천동 1000,병원,37.4920556799241,126.95892567802565,category
삼성척척마취통증의학과의원,서울 관악구 봉천동 32-4,병원,37.484233647295,126.955384215671,category
점핑핏앤다이어트,서울 동작구 상도동 477-16,헬스장,37.4980360521135,126.95273882461,keyword
프린트카페 동부이촌점,서울 용산구 이촌동 300-10,프린트카페,37.5183503812628,126.978414955235,keyword
GS25 과천힐스프레시점,경기 과천시 중앙동 38,편의점,37.4297943766252,126.990295810658,category
CU 과천써밋점,경기 과천시 중앙동 36,편의점,37.4327381806039,126.992859136286,category
GS25 과천중앙점,경기 과천시 중앙동 40-13,편의점,37.42881508598684,126.99181216158964,category
GS25 과천갈현점,경기 과천시 갈현동 390-10,편의점,37.4155622014806,126.978826300992,category
GS25 과천브이아이피점,경기 과천시 별양동 1-22,편의점,37.4258452958281,126.991289396909,category
GS25 과천크리에이션점,경기 과천시 갈현동 443,편의점,37.41527357462175,126.97720876485874,category
세븐일레븐 과천스마트케이점,경기 과천시 갈현동 427-1,편의점,37.41411967477658,126.97885381754632,category
GS25 과천센텀점,경기 과천시 갈현동 427-1,편의점,37.41411251481055,126.9791249244333,category
CU 과천해오름점,경기 과천시 갈현동 692,편의점,37.42203015617748,126.98858189382278,category
CU 과천래미안점,경기 과천시 중앙동 74,편의점,37.4354467215369,126.994467891044,category
CU 가일로점,경기 과천시 갈현동 384-2,편의점,37.4164698100877,126.980467411024,category
CU 과천정보타운점,경기 과천시 갈현동 산 32,편의점,37.41445514668808,126.98055943250833,category
CU 과천공원점,경기 과천시 별양동 1-3,편의점,37.4286962388532,126.993184909172,category
GS25 과천프리미엄점,경기 과천시 별양동 91,편의점,37.42552998463724,126.99192210753213,category
케어약국,경기 과천시 별양동 52,약국,37.43030384500654,126.99897409900478,category
과천햇살약국,경기 과천시 갈현동 산 36,약국,37.4119443869779,126.98303610121,category
제일약국,경기 과천시 별양동 13,약국,37.42447501566795,126.99397838282766,category
과천자이약국,경기 과천시 별양동 52,약국,37.43030114178795,126.99895489164489,category
샤론약국,경기 안양시 동안구 관양동 1725,약국,37.40614410191327,126.97148617617326,category
로뎀약국,경기 과천시 원문동 4,약국,37.4212636387677,126.99154411262913,category
과천Plus약국,경기 과천시 중앙동 38,약국,37.430010641440504,126.99055225698942,category
천사약국,경기 과천시 부림동 46,약국,37.434088104615036,126.998174075473,category
이주영치과의원,경기 과천시 갈현동 산 36,병원,37.41193267470448,126.98304288127642,category
과천청사 부속치과의원,경기 과천시 중앙동 1,병원,37.4269583312378,126.985068607727,category
정부과천청사부속의원,경기 과천시 중앙동 1,병원,37.42674548016377,126.98348242003037,category
이은신경외과의원,경기 과천시 중앙동 41-1,병원,37.42921515500662,126.99206858955168,category
이즈치과의원,경기 과천시 별양동 1-20,병원,37.4266525968331,126.991146949584,category
김지영산부인과,경기 과천시 별양동 1-20,병원,37.426652596833065,126.99114694958405,category
예은치과의원,경기 과천시 중앙동 40-14,병원,37.42821495523291,126.99107445741784,category
ABC동물의료센터,경기 과천시 별양동 1-22,병원,37.425593018376915,126.991391105986,category
더편한내과의원,경기 과천시 중앙동 40-10,병원,37.4283050515452,126.991003268259,category
과천서울이비인후과의원,경기 과천시 원문동 4,병원,37.421019420488456,126.99097137843798,category
탑이비인후과의원,경기 과천시 별양동 1-17,병원,37.42696981580421,126.992001038615,category
조은피부과의원,경기 과천시 별양동 1-20,병원,37.426643587674334,126.9911605081477,category
이내과의원,경기 과천시 부림동 46,병원,37.434054767465646,126.99820345376837,category
오체안피부과의원 과천점,경기 과천시 별양동 1-16,병원,37.42730316348472,126.99158749568615,category
김이비인후과의원,경기 과천시 별양동 1-10,병원,37.428255602775764,126.9925432135556,category
크린토피아 코인워시 과천센트럴푸르지오써밋점,경기 과천시 부림동 96,코인빨래방,37.43280506602357,126.99886220630329,keyword
런드리24 과천푸르지오점,경기 과천시 갈현동 25,코인빨래방,37.4127669941588,126.982872126104,keyword
월드크리닝 안양관양점,경기 안양시 동안구 관양동 1433,코인빨래방,37.4055245601467,126.966029918786,keyword
셀빨래방 안양관양점,경기 안양시 동안구 관양동 1423-2,코인빨래방,37.4047363616394,126.963653884823,keyword
하이얼짐,경기 안양시 동안구 관양동 1719,헬스장,37.4067127955232,126.972113958499,keyword
힐앤필PT& 필라테스,경기 과천시 갈현동 839-2,헬스장,37.4107630309204,126.982224218744,keyword
거북이GYM,경기 안양시 동안구 관양동 1423-12,헬스장,37.40448115585192,126.96295487297449,keyword
멧피트니스센터,경기 과천시 원문동 4,헬스장,37.423045977349,126.993522083176,keyword
과천고고점핑,경기 과천시 별양동 1-7,헬스장,37.4281646594484,126.993553276971,keyword
스몰스텝 PT STUDIO,경기 과천시 별양동 3,헬스장,37.43255097117478,126.99820010006746,keyword
하트레이트160 과천점,경기 과천시 별양동 1-8,헬스장,37.4283358369538,126.99327080796,keyword
발트레이닝 센터,경기 과천시 별양동 1-11,헬스장,37.4280078482985,126.992954489843,keyword
제주F45(F45제주),경기 과천시 과천동 535-11,헬스장,37.4480817301208,126.996407366896,keyword
지공랩 스터디카페 과천점,경기 과천시 별양동 14,스터디카페,37.4243038354244,126.994241629858,keyword
시작스터디카페 과천2호점,경기 과천시 부림동 46,스터디카페,37.4340980154243,126.998150347249,keyword
시작스터디카페 과천1호점,경기 과천시 원문동 4,스터디카페,37.4231243350797,126.992982061172,keyword
그루스터디카페 안양동편마을센터,경기 안양시 동안구 관양동 1725,스터디카페,37.40611794886613,126.97138905049516,keyword
자스민 PC방,경기 안양시 동안구 관양동 1432-12,PC방,37.4048286411193,126.964896250888,keyword
쟈스민PC,경기 안양시 동안구 관양동 1432-12,PC방,37.4048106193679,126.96489174144,keyword
CU 관악하늘점,서울 관악구 봉천동 179-58,편의점,37.4723655804212,126.966353532212,category
GS25 낙성베스트점,서울 관악구 봉천동 1642-16,편의점,37.47379203108492,126.9668898808321,category
GS25 봉천인헌점,서울 관악구 봉천동 1646-29,편의점,37.472676032479,126.968174603354,category
CU 인헌센트럴점,서울 관악구 봉천동 1639-1,편의점,37.47393858268279,126.96579096690463,category
명진팜약국,서울 관악구 남현동 1058-16,약국,37.4764012620555,126.978099169194,category
청약국,서울 서초구 방배동 2732-39,약국,37.4665213992062,126.989015983597,category
365미소내과의원,서울 동작구 사당동 1046-8,병원,37.47684436055326,126.97705441430269,category
연세위드내과의원,서울 관악구 남현동 1058-16,병원,37.4763219530379,126.977990660564,category
한솔내과의원,서울 관악구 봉천동 1656-28,병원,37.475126396255,126.966780762141,category
런드리24 펭귄하우스 남현점,서울 관악구 남현동 602-26,코인빨래방,37.47412938548736,126.98080400314589,keyword
피트니스메이트,서울 관악구 남현동 1061-18,헬스장,37.4743772633205,126.981430242299,keyword
아이디어스스터디카페,서울 관악구 남현동 1057-15,스터디카페,37.47634516285324,126.97685785302693,keyword
사당소화약국,서울 동작구 사당동 1043-13,약국,37.4771982823544,126.981160472796,category
온누리세종약국,서울 동작구 사당동 1037-17,약국,37.4776770783836,126.97802757161674,category
서초프라임요양병원,서울 서초구 방배동 446-3,병원,37.47670493610293,126.98391460445612,category
풀잎치과의원,서울 관악구 봉천동 1644-2,병원,37.4747228223498,126.96706130853,category
크린토피아 코인워시 사당역점,서울 동작구 사당동 1037-11,코인빨래방,37.4779509875689,126.978039927622,keyword
런드리익스프레스샵 사당점,서울 동작구 사당동 1035-41,코인빨래방,37.479537644310156,126.97792866571538,keyword
스터디카페 U 사당점,서울 관악구 남현동 1060-17,스터디카페,37.476167365272,126.980170381189,keyword
담소스터디룸,서울 서초구 방배동 452-6,스터디카페,37.4783257072107,126.982882047109,keyword
만점24스터디카페 사당점,서울 동작구 사당동 1045-8,스터디카페,37.4769039667556,126.977784730131,keyword
뱅브로스,서울 서초구 방배동 474-22,PC방,37.476932203422706,126.98556289546902,keyword
CU 뉴낙성인헌점,서울 관악구 봉천동 1637-28,편의점,37.4747686832775,126.966737960862,category
이마트24 R관악에이스점,서울 관악구 봉천동 1644-31,편의점,37.4741664426246,126.968696265548,category
연세인헌가정의학과의원,서울 관악구 봉천동 180-120,병원,37.4721061712189,126.966641919815,category
연세사랑병원 본관,서울 서초구 방배동 488-6,병원,37.47404067612919,126.99370647887795,category
마디튼튼재활의학과의원,서울 관악구 봉천동 1659-7,병원,37.4767939897401,126.963149839597,category
인헌제일가정의원,서울 관악구 봉천동 1637-1,병원,37.4753531484829,126.965722490678,category
화이트365 이수역점,서울 동작구 사당동 1015-21,코인빨래방,37.4822938531052,126.978047701704,keyword
비엠스포츠센터,서울 동작구 사당동 1008-22,헬스장,37.48199891082701,126.98148488749025,keyword
위넌 스터디카페 방배이수역점,서울 서초구 방배동 438-16,스터디카페,37.4829955607447,126.982362018086,keyword
이수게임랜드,서울 동작구 사당동 148-9,PC방,37.4848097603508,126.979675126348,keyword
CU 낙성대역점,서울 관악구 봉천동 1632-10,편의점,37.4758789040161,126.964257080313,category
세븐일레븐 봉천4호점,서울 관악구 봉천동 1633-21,편의점,37.4753202204093,126.964067418317,category
이근형치과의원,서울 관악구 봉천동 1634-9,병원,37.475435972928,126.965487303459,category
모세마취통증의학과의원,서울 관악구 봉천동 1629-2,병원,37.4769736073591,126.961321653544,category
유치과의원,서울 관악구 봉천동 1658-5,병원,37.47657623710611,126.9640973416297,category
맑음정신건강의학과의원,서울 관악구 봉천동 1658-24,병원,37.476387147047475,126.96450103495613,category
박미란소아청소년과의원,서울 관악구 봉천동 1658-5,병원,37.4765708382604,126.964121085616,category
바른치과의원,서울 관악구 봉천동 1659-5,병원,37.4768714670317,126.9631192767705,category
커브스 사당클럽,서울 동작구 사당동 120-1,헬스장,37.4884531500159,126.978068513883,keyword
휴코어 낙성대점,서울 관악구 봉천동 1657-5,헬스장,37.47631336330937,126.96483231782393,keyword
3POP PC카페이수역점,서울 동작구 사당동 147-81,PC방,37.485639776468,126.980795405076,keyword
이마트24 까치고개점,서울 관악구 봉천동 1656-22,편의점,37.4754976287843,126.966839385226,category
엘산부인과의원,서울 관악구 봉천동 1658-2,병원,37.476635593602026,126.96373666970136,category
서울디딤정신건강의학과의원,서울 관악구 봉천동 1680-31,병원,37.4783142543613,126.961153638331,category
행운치과의원,서울 관악구 봉천동 1687-22,병원,37.4769908166281,126.964478138428,category
휘트니스 에일린 우먼스,서울 관악구 봉천동 1658-17,헬스장,37.4764681731779,126.964286193751,keyword
제드스피닝 봉천점,서울 관악구 봉천동 1634-7,헬스장,37.4755728241853,126.965139037908,keyword
GS25 낙성대역점,서울 관악구 봉천동 1687-23,편의점,37.476909784074,126.964672631059,category
세븐일레븐 봉천제일점,서울 관악구 봉천동 1658-1,편의점,37.47679950107835,126.96348900082806,category
GS25 행운중앙점,서울 관악구 봉천동 1687-1,편의점,37.4776267800616,126.96398491372,category
오늘부터운동PT 낙성대점,서울 관악구 봉천동 1658-2,헬스장,37.47663739527409,126.9637355382868,keyword
헬스걸,서울 관악구 봉천동 1686-30,헬스장,37.4774753107851,126.963659386097,keyword
퓨어짐 낙성대점,서울 관악구 봉천동 1685-21,헬스장,37.4779181548893,126.962216572872,keyword
바운드짐 낙성대점,서울 관악구 봉천동 1661-4,헬스장,37.4778653984356,126.960690340047,keyword
유코치PT,서울 관악구 봉천동 1680-31,헬스장,37.4783187612659,126.961159288844,keyword
다름PT STUDIO 낙성대,서울 관악구 봉천동 1632-11,헬스장,37.4757149089684,126.96421985092,keyword
에이치코어 낙성대점,서울 관악구 봉천동 1686-12,헬스장,37.4776624519291,126.962795548051,keyword
레시핏 낙성대점,서울 관악구 봉천동 1687-31,헬스장,37.4768810016783,126.964839965666,keyword
CU 행운야베스점,서울 관악구 봉천동 1680-24,편의점,37.4785954256092,126.961325339957,category
CU SK신봉천주유소점,서울 관악구 봉천동 1663-11,편의점,37.47868902170404,126.95835414085501,category
CU 관악낙성점,서울 관악구 봉천동 1685-29,편의점,37.4781813604454,126.962564655075,category
자탁소셀프빨래방 낙성대행운점,서울 관악구 봉천동 1678-18,코인빨래방,37.4794238775999,126.959895852314,keyword
세븐일레븐 관악행운길점,서울 관악구 봉천동 100-324,편의점,37.4811556875522,126.960104089989,category
CU 봉천승리점,서울 관악구 봉천동 100-114,편의점,37.4824188263166,126.959880684053,category
GS25 봉천현대점,서울 관악구 봉천동 148-129,편의점,37.4793097850773,126.963721810458,category
24시사계스터디카페 남성역점 1관,서울 동작구 사당동 254-6,스터디카페,37.48406126256418,126.97203322585958,keyword
GS25 행운푸르지오점,서울 관악구 봉천동 1728,편의점,37.482116733203,126.961830045764,category
워시프렌즈 셀프빨래방 사당남성역점,서울 동작구 사당동 217-7,코인빨래방,37.48609029179856,126.96830007348174,keyword
크린업24 사당점,서울 동작구 사당동 269-15,코인빨래방,37.4836365774066,126.970752358281,keyword
GS25 봉천사랑점,서울 관악구 봉천동 23-19,편의점,37.484541362054,126.959178537993,category
복지약국,서울 동작구 사당동 246-8,약국,37.4850995355457,126.969643729879,category
은하온누리약국,서울 동작구 사당동 1139,약국,37.48848104744489,126.96338607403965,category
올리브나무치과의원,서울 관악구 봉천동 36-14,병원,37.4849620050588,126.956301886113,category
24시셀프빨래플러스 청림점,서울 관악구 봉천동 1729,코인빨래방,37.4886500719136,126.959506473993,keyword
무브짐 남성역사당점,서울 동작구 사당동 248-5,헬스장,37.4849356165503,126.969895935403,keyword
CU 사당캐슬점,서울 동작구 사당동 185-5,편의점,37.4902139547107,126.964266081381,category
GS25 숭실대생활관점,서울 동작구 상도동 511,편의점,37.4950862068548,126.960212024685,category
세븐일레븐 동작골든포레점,서울 동작구 사당동 1160,편의점,37.49239842040196,126.9627215239138,category
세븐일레븐 상도점,서울 동작구 상도동 509-2,편의점,37.4945826643018,126.960570759998,category
GS25 사당바라크점,서울 동작구 사당동 206-16,편의점,37.4869366265512,126.966092591004,category
푸르지오약국,서울 관악구 봉천동 1717-3,약국,37.48754922333762,126.96004415470686,category
밝은온누리약국,서울 관악구 봉천동 1706,약국,37.4860998801089,126.958528675903,category
미감한약국,서울 동작구 사당동 218,약국,37.4868236606272,126.968107545027,category
고은약국,서울 동작구 사당동 1133,약국,37.489631949909516,126.97101348326368,category
서울준치과,서울 관악구 봉천동 16-6,병원,37.486555956671,126.959005576428,category
토론토사랑치과의원,서울 관악구 봉천동 1000,병원,37.49100432955603,126.95675180129716,category
이수백치과의원,서울 관악구 봉천동 32-1,병원,37.48456951977086,126.9548480814452,category
노벨치과의원,서울 관악구 봉천동 1717-3,병원,37.4875582031729,126.959954823948,category
한솔치과의원,서울 관악구 봉천동 1717-3,병원,37.48753116872219,126.95994240058911,category
청림24시셀프빨래방,서울 관악구 봉천동 1729,코인빨래방,37.4884121950374,126.959474942196,keyword
24시셀프빨래방,서울 관악구 봉천동 41-841,코인빨래방,37.48622189092353,126.95235504978488,keyword
오버핏,서울 동작구 사당동 219,헬스장,37.4863030460057,126.968736429799,keyword
CU 과천양지점,경기 과천시 과천동 555-69,편의점,37.4502667085678,126.997129426393,category
